0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
24;7608;7608;ZAO___338;сведения отсутствуют;ул. Новоорловская, дом 12;бесплатно;-8577,3313;-3383,3884;16702;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
25;7638;7638;ZAO___368;сведения отсутствуют;ул. Новопеределкинская, дом 12;бесплатно;-8293,4695;-2806,4836;16732;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
26;8278;8278;ZAO___1008;сведения отсутствуют;ул. Лукинская, дом 1;бесплатно;-9726,718;-2209,7085;31549;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
27;8324;8324;ZAO___1054;сведения отсутствуют;ул. Скульптора Мухиной, дом 12;бесплатно;-9883,4264;-3055,5102;31597;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
28;7345;7345;ZAO___75;сведения отсутствуют;ул. Шолохова, дом 7;бесплатно;-9356,1755;-3099,7169;29725;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
29;7347;7347;ZAO___77;сведения отсутствуют;ул. Шолохова, дом 12;бесплатно;-9217,5701;-3040,9094;29728;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
1;586;586;DK____270;"ПКиО ""Перовский""";ул.Лазо,вл.7;сведения отсутствуют;17403,3736;8275,3943;2122314;0;площадка для настольных игр;;нет;6:00-24:00;асфальтовое, бетонное;уличные столбы освещения;да;нет;;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ВАО;Перово;нет;нет;нет;нет;нет;да;нет;нет;1027700441746;"ГАУК г.Москвы ""ПКиО ""Перовский""";(495) 368-26-21;perovskiypark.ru;ppkio@mail.ru;Подтверждено;
19;4674;4674;MSPORT54;пункт выдачи спортивного инвентаря ГБУ «ЦФКиС ЮВАО г. Москвы»;ул. Заречье 7;сведения отсутствуют;17340,8894;2535,5801;;106620;площадка для настольных игр;;да;Понедельник с до Вторник с до Среда с 10:00 до 22:00 Четверг с 10:00 до 22:00 Пятница с 10:00 до 22:00 Суббота с 10:00 до 22:00 Воскресенье с 10:00 до 22:00;асфальтовое, бетонное;смешанное освещение;да;"300 руб./день - велосипед; 300 руб./день - лыжероллеры; 150 руб./день - самокат";55.68941806554478;37.77405094890834;39753;досуговые центры;Департамент физической культуры и спорта города Москвы;ЮВАО;Люблино;да;да;нет;нет;нет;да;нет;нет;1057747178873;"Государственное бюджетное учреждение города Москвы ""Центр физической культуры и спорта Юго-Восточного административного округа города Москвы"" Департамента физической культуры и спорта города Москвы";(495) 347-91-31;спортювао.рф;c.yuvao@mossport.ru;внесены изменения;
20;371;371;DK____55;плоскостные спортивные сооружения;1-й Голутвинский пер., д.3-5 стр.1;бесплатно;6948,3461;7789,1074;2112917;0;площадка для настольных игр;;да;"ежедневно с 08.00 до 22.00 (в осенне-зимний период) ; c 8:00 до 23:00 ( в весенне-летний период)";грунтовое;уличные столбы освещения;нет;бесплатно (ракетки, мячи, фрисби);;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ЦАО;Якиманка;нет;нет;да;нет;да;да;нет;нет;1037739474090;"ГАУК города Москвы МО ""Музеон""";(499) 238-33-96;muzeon.ru;info@muzeon.ru;Подтверждено;
21;347;347;DK____31;шахматный клуб;ул. Крымский вал, д.9;бесплатно;5780,643;5703,7554;0;0;площадка для настольных игр;;да;10.00-22.00;искусственное;уличные столбы освещения;да;бесплатно;;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ЦАО;Якиманка;нет;нет;нет;да;да;да;нет;нет;1027739258249;ГАУК г.Москвы ЦПКиО им.М.Горького;(499) 237-11-00;park-gorkogo.com;sportdosy@yandex.ru;Подтверждено;
22;7289;7289;ZAO___19;сведения отсутствуют;ул. Чоботовская, дом 1;бесплатно;-8931,6071;-2770,8036;29151;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
2;517;517;DK____201;"ГАУК г. Москвы МГС ""Эрмитаж""";ул. Каретный ряд, д.3 стр.7;бесплатно;6996,9207;11506,0054;2111236;0;площадка для настольных игр;;да;10:00-21:00;асфальтовое, бетонное;уличные столбы освещения;нет;бесплатно (ракетка, мяч для настольного тенниса);;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ЦАО;Тверской;нет;нет;да;нет;нет;да;нет;нет;1027739198057;"ГАУК г. Москвы МГС ""Эрмитаж""";(495) 699-08-49;www.mosgorsad.ru;info@mosgorsad.ru;Подтверждено;
3;432;432;DK____116;площадка для настольных игр;Народный пр-т, д.17;сведения отсутствуют;15830,2568;11962,3851;0;0;площадка для настольных игр;;да;будни с 12:00 до 20:00, вых. с 11:00 до 21:00;специальное;уличные столбы освещения;нет;"150 руб./час - настольный теннис, бадминтон; 100 руб./час - городки; 200 руб./час - напольные шахматы, гранд бильярд";;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ВАО;Измайлово;нет;да;да;нет;нет;нет;нет;нет;1037739542719;"ГАУК г. Москвы ""Измайловский ПКиО""";(499) 166-61-19;www.izmailovsky-park.ru;izmpark@mail.ru;Подтверждено;
4;544;544;DK____228;"ПКиО ""Фили""";ул. Большая Филевская, д.22;сведения отсутствуют;-1209,7465;9274,1342;0;0;площадка для настольных игр;;да;11.00-20.00;асфальтовое, бетонное;без освещения;да;сведения отсутствуют;;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ЗАО;Филёвский Парк;нет;нет;нет;нет;нет;нет;нет;нет;1037739444060;"ГАУК г. Москвы ""ПКиО ""Фили""";(499) 145-45-05;parkfili.com;info@parkfili.com;Подтверждено;
5;4328;4328;DOGM__3736;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2029;Северный / Ховрино / Клинская ул. / Дом- 16А;бесплатно;-325,2607;22676,4993;3407469;8658;площадка для настольных игр;Тенисная площадка (настольный тенис);нет;07:30 до 20:00;специальное;уличные столбы освещения;да;нет;;;8658;общеобразовательные учреждения;Департамент образования города Москвы;САО;Ховрино;да;да;нет;нет;нет;да;нет;да;1107746709102;ГБОУ СОШ № 2029;(499) 975-81-60;"schs2029.mskobr.ru; www.school2029.edusite.ru";shkola2029@yandex.ru;;
6;495;495;DK____179;"ПКиО ""Сокольники""";3-й Лучевой просек, д.1 стр.1;200;10914,319;14511,7651;2100592;0;площадка для настольных игр;;да;ежедневно с 10-00 до 21-00;деревянное;без освещения;нет;200 руб. - ракетки для настольного тенниса;;;0;парки (озелененные городские территории;Департамент культуры города Москвы;ВАО;Сокольники;нет;да;да;да;да;нет;нет;нет;1027700123285;"ГАУК г. Москвы ПКиО ""Сокольники""";(499) 393-92-22;park.sokolniki.com;info@park.sokolniki.com;Подтверждено;
7;386;386;DK____70;Площадка для настольного тенниса на Набережной;проспект Андропова, д.39;нет;11407,7838;436,5276;0;0;площадка для настольных игр;;да;с 10:00 до 22:00;асфальтовое, бетонное;уличные столбы освещения;нет;200 руб./час - сетка, ракетка 2 шт., шарик - 1 шт.;;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ЮАО;Нагатинский Затон;нет;нет;нет;да;да;нет;нет;нет;1027700189087;МГОМЗ;(499) 612-11-55;www.mgomz.ru;info@mgomz.ru;Подтверждено;
8;464;464;DK____148;Шахматно-шашечные беседки;ул. Таганская, вл. 15а;бесплатно;10318,925;8180,433;0;0;площадка для настольных игр;;нет;с 7.00 до 23.00;асфальтовое, бетонное;уличные столбы освещения;да;нет;;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ЦАО;Таганский;нет;нет;нет;нет;да;нет;нет;нет;1027739718203;"ГАУК г. Москвы ПКиО ""Таганский""";(495) 912-27-17;www.parktaganskiy.ru;gpkiotag@mail.ru;Подтверждено;
9;300;300;DGKHIB118;Парк Никулино;пр-т Вернадского 119;нет;-1232,5008;-1608,5969;3677;0;площадка для настольных игр;;нет;с7до22ч;асфальтовое, бетонное;смешанное освещение;да;нет;;;0;парки (озелененные городские территории;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ЗАО;Тропарёво-Никулино;нет;нет;нет;нет;да;нет;нет;нет;1057748436811;"ГУП ""Горзеленхоз №4""";(499) 613-79-94;нет;zelenhoz4@mail.ru;Добавлено;
13;344;344;DK____28;ПКиО «Северное Тушино»;ул. Свободы, д.56;сведения отсутствуют;-2945,3352;21508,2039;0;0;площадка для настольных игр;;да;9.00-22.00;асфальтовое, бетонное;без освещения;да;200 руб. - стол теннисный;;;0;парки (озелененные городские территории;Департамент культуры города Москвы;СЗАО;Северное Тушино;нет;нет;да;да;да;да;нет;нет;1027739926631;"ГАУК г.Москвы ПКиО ""Северное Тушино""";(495) 497-51-84;mosparks.ru;tushpark@yandex.ru;Подтверждено;
14;220;220;DGKHIB38;"Парк ""Захарково""";ул. Свободы, 57;нет;-3010,2397;21881,9521;2113768;0;площадка для настольных игр;;нет;с7до22ч;искусственное;смешанное освещение;да;нет;;;0;парки (озелененные городские территории;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;СЗАО;Северное Тушино;нет;нет;нет;нет;да;нет;нет;нет;1057748436811;"ГУП ""Горзеленхоз №4""";(499) 613-79-94;нет;zelenhoz4@mail.ru;Добавлено;
15;204;204;DGKHIB22;"Парк у прудов ""Радуга""";Пересечение улицы Юности с Жемчуговой аллеей 1А;нет;19391,5466;7300,2063;0;0;площадка для настольных игр;;нет;с7до22ч;искусственное;прожекторное освещение;да;нет;;;0;парки (озелененные городские территории;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ВАО;Вешняки;нет;нет;нет;нет;да;нет;нет;нет;1057748437372;"ГУП ""Горзеленхоз №1""";(495) 697-22-67;нет;briza99@mail.ru;Добавлено;
18;2726;2726;DOGM__2134;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 865;"Юго-Западный / Теплый Стан / Профсоюзная ул. / Дом- 142; Корп- 5";бесплатно;381,4087;-4483,7558;2108254;0;площадка для настольных игр;;нет;будни 15.00-21.00, выходные 08.00-21.00;асфальтовое, бетонное;уличные столбы освещения;да;нет;;;0;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Тёплый Стан;нет;нет;нет;нет;нет;нет;нет;нет;1027739897547;ГБОУ СОШ № 865;(495) 338-32-00;www.school865.ru;school865@mail.ru;;
23;7604;7604;ZAO___334;сведения отсутствуют;ул. Новоорловская, дом 8;бесплатно;-8487,285;-3286,7522;16697;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
30;7360;7360;ZAO___90;сведения отсутствуют;Боровсое шоссе, дом 25;бесплатно;-8256,6663;-2437,1385;2611;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
31;7363;7363;ZAO___93;сведения отсутствуют;Боровсое шоссе, дом 44, корпус 1;бесплатно;-9566,5556;-3323,7123;2623;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
32;7533;7533;ZAO___263;сведения отсутствуют;Боровсое шоссе, дом 34;бесплатно;-9089,8707;-2958,5765;31451;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
33;7550;7550;ZAO___280;сведения отсутствуют;ул. Шолохова, дом 24;бесплатно;-9384,733;-2796,7966;29731;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
34;7599;7599;ZAO___329;сведения отсутствуют;ул. Шолохова, дом 11;бесплатно;-9560,4774;-2979,7307;15376;0;площадка для настольных игр;;нет;круглосуточно;искусственное;прожекторное освещение;да;нет;;;0;открытая городская территория;префектура;ЗАО;Ново-Переделкино;нет;нет;нет;нет;нет;нет;нет;нет;1077760084203;"Государственное казенное учреждение города Москвы ""Инженерная служба района Ново-Переделкино""";(495) 732-16-03;нет;guisnovo-peredelkino@yandex.ru;Подтверждено;
35;6524;6524;UZAO__53;сведения отсутствуют;ул. Островитянова 5к1;бесплатно;-241,8988;-2362,1317;68177;0;площадка для настольных игр;;нет;8.00-23.00;асфальтовое, бетонное;смешанное освещение;нет;нет;;;0;междворовые спортивные площадки;муниципалитет;ЮЗАО;Обручевский;нет;да;нет;нет;нет;нет;нет;нет;1027700533850;муниципалитет;(499) 120-81-05;www.munobruchevskoe.ru;mun.obruchevskoe@mail.ru;Добавлено;телефон эксплуатирующей организации +7 (499) 120 8105
36;6582;6582;UZAO__111;сведения отсутствуют;38-й квартал Юго-Запада к1;бесплатно;1322,9825;-835,6151;0;0;площадка для настольных игр;;нет;8.00-23.00;асфальтовое, бетонное;уличные столбы освещения;нет;нет;;;0;междворовые спортивные площадки;муниципалитет;ЮЗАО;Обручевский;нет;нет;нет;нет;нет;нет;нет;нет;1027700533850;муниципалитет;(499) 120-81-05;www.munobruchevskoe.ru;mun.obruchevskoe@mail.ru;Добавлено;телефон эксплуатирующей организации +7 (499) 120 8105
