0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
97;2051;2051;DOGM__1459;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 737;Западный / Филевский Парк / Новозаводская ул. / Дом- 19;бесплатно;382,0794;9475,1503;2127878;500;городок тренажерный универсальный;;нет;ежедневно с 08:00 до 21:00;специальное;без освещения;нет;нет;;;500;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Филёвский Парк;нет;нет;нет;нет;нет;нет;нет;нет;1037739391491;ГБОУ СОШ № 737;(499) 148-54-42;sch737.mskzapad.ru;moscowschool737@yandex.ru;;
98;551;551;DK____235;"ПКиО ""Фили""";ул. Большая Филевская, д.22;сведения отсутствуют;-1101,2672;8567,6953;0;0;городок тренажерный универсальный;;нет;11.00-20.00;специальное;без освещения;да;нет;;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ЗАО;Филёвский Парк;нет;нет;да;да;да;да;нет;нет;1037739444060;"ГАУК г. Москвы ""ПКиО ""Фили""";(499) 145-45-05;parkfili.com;info@parkfili.com;Подтверждено;
99;3475;3475;DOGM__2883;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 79;Западный / Фили-Давыдково / ул. Артамонова / Дом- 2;бесплатно;-2374,8505;5904,3384;2127093;462;городок тренажерный универсальный;;да;с 8.30 -21.00;грунтовое;без освещения;да;сведения отсутствуют;;;462;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Фили-Давыдково;нет;нет;нет;нет;нет;нет;нет;нет;1027739816708;ГБОУ СОШ № 79;(499) 445-09-40;Sch79mszapad.ru;sch_79@bk.ru;;
105;4009;4009;DOGM__3417;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1778 ""Московский Шереметьевский кадетский корпус""";Северо-Восточный / Лосиноостровский / ул. Коминтерна / Дом- 52;бесплатно;12402,9235;23052,7231;2124970;9966;городок тренажерный универсальный;тренажерная;нет;будни с 8:30 до 21:00;асфальтовое, бетонное;прожекторное освещение;да;нет;;;9966;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Лосиноостровский;нет;нет;нет;нет;нет;нет;нет;нет;1027739844736;ГБОУ КШ № 1778;(499) 184-23-36;kdsch1778sv.mskobr.ru;kadet1778@yandex.ru;;
106;3254;3254;DOGM__2662;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1444;Северо-Восточный / Лосиноостровский / Анадырский пр. / Дом- 51;бесплатно;12889,5398;23623,9341;2124949;9948;городок тренажерный универсальный;межшкольный стадион ГБОУ ЦО №1444;нет;с 9:00 до 21:00;искусственное;уличные столбы освещения;да;нет;;;9948;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Лосиноостровский;нет;нет;нет;нет;нет;да;нет;нет;1027739440013;ГБОУ ЦО №1444;(495) 474-61-11;co1444sv.mskobr.ru;centeduc1444@yandex.ru;;
107;3229;3229;DOGM__2637;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 762;Северо-Восточный / Лосиноостровский / Норильская ул. / Дом- 4;бесплатно;12405,9397;23271,6746;2125005;9887;городок тренажерный универсальный;;нет;ежедневно с 8-00 до 21-00;травяное;уличные столбы освещения;да;нет;;;9887;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Лосиноостровский;нет;нет;нет;нет;нет;нет;нет;нет;1027739711636;ГБОУ СОШ № 762;(495) 474-79-24;sch762.svao.mskobr.ru;sch762@yandex.ru;;
133;1823;1823;DOGM__1231;"Государственное бюджетное образовательное учреждение города Москвы центр социально-трудовой адаптации и профориентации ""Академический""";"Юго-Западный / Академический / ул. Гримау / Дом- 11А; Стр- 1";бесплатно;5205,0095;2268,7637;2108468;9787;городок тренажерный универсальный;;нет;ежедневно с 08:00 до 21:00;натуральное;уличные столбы освещения;да;нет;;;9787;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1037739347084;"ГБОУ ЦСТАиПО ""Академический""";(499) 126-11-01;akadem.pc.mskobr.ru;muk23@mosuzedu.ru;;
135;4333;4333;DOGM__3741;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 39;"Юго-Западный / Академический / ул. Дмитрия Ульянова / Дом- 26; Корп- 2";бесплатно;4947,174;2023,243;2108469;11710;городок тренажерный универсальный;;нет;"Будни с 16:00 до 22:00; Суббота с 16:00 до 22:00: Воскресенье с 10:00 до 22:00";отсыпное;без освещения;да;нет;;;11710;учреждения среднего профессионального образования;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1057728022582;ГБОУ СПО Политехнический колледж №39;(499) 125-31-62;www.college39.ru;39@prof.educom.ru;;
136;2730;2730;DOGM__2138;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 584;"Юго-Западный / Академический / Профсоюзная ул. / Дом- 24; Корп- 4";бесплатно;4008,9275;1499,6023;2108360;9371;городок тренажерный универсальный;;нет;c 9-00 до 21-00;отсыпное;без освещения;да;нет;;;9371;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1027739898471;ГБОУ СОШ № 584;(499) 125-59-21;sch584.ru;sch584@mosuzedu.ru;;
108;2782;2782;DOGM__2190;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1417;Юго-Восточный / Люблино / ул. Марьинский Парк / Дом- 43;бесплатно;18579,8336;558,9868;2706025;9370;городок тренажерный универсальный;тренажерная;нет;будни с 08:00 до 21:00, выходные с 08:00 до 21:00;искусственное;уличные столбы освещения;нет;нет;;;9370;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Люблино;нет;нет;нет;нет;нет;нет;нет;да;1047796166923;ГБОУ ЦО № 1417;(495) 658-49-97;couv1417.mskobr.ru;shkola1417@mail.ru;;
109;1917;1917;DOGM__1325;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 919 имени Маршала Советского Союза С.К.Куркоткина;Юго-Восточный / Люблино / Ставропольская ул. / Дом- 20;бесплатно;15963,7411;1397,2296;2129875;9274;городок тренажерный универсальный;;нет;с 08:00 до 21:00;натуральное;без освещения;нет;нет;;;9274;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Люблино;нет;нет;нет;нет;нет;нет;нет;нет;1077760000000;ГБОУ СОШ № 919;(499) 784-51-19;couv919.mskobr.ru;sch919@yandex.ru;;
111;4364;4364;DOGM__3772;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 338;Юго-Восточный / Люблино / Мариупольская ул. / Дом- 3;бесплатно;15295,5293;906,9826;2129834;9182;городок тренажерный универсальный;;нет;будни с 8.30 до 19.00;натуральное;без освещения;да;нет;;;9182;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Люблино;нет;нет;нет;нет;нет;нет;нет;нет;1037739421081;ГБОУ СОШ №338;(495) 351-31-61;schuv338.mskobr.ru;sch338@uvuo.ru;;
139;3182;3182;DOGM__2590;Государственное бюджетное образовательное учреждение города Москвы гимназия №1539;Северо-Восточный / Алексеевский / Староалексеевская ул. / Дом- 1;бесплатно;9018,6251;15966,4195;2126253;8272;городок тренажерный универсальный;;нет;с 8:30 до 17:00;асфальтовое, бетонное;без освещения;да;нет;;;8272;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Алексеевский;нет;нет;нет;нет;нет;нет;нет;нет;1027739445645;Гимназия №1539;(495) 687-44-06;gum1539sv.mskobr.ru;gimnazia1539@yandex.ru;;
140;649;649;DOGM__57;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 308;Северо-Восточный / Алексеевский / Новоалексеевская ул. / Дом- 6;бесплатно;9010,2501;15597,3347;2301610;9873;городок тренажерный универсальный;;нет;будни с 8.00 до 22.00, выходные с 10.00 до 22.00;грунтовое;уличные столбы освещения;да;нет;;;9873;плоскостные спортивные сооружения;Департамент образования города Москвы;СВАО;Алексеевский;нет;нет;нет;нет;нет;нет;нет;нет;1027739653149;Государственное образовательное бюджетное учреждение города Москвы средняя общеобразовательная школа № 308;(495) 687-54-12;sch308sv.mskobr.ru;info@school308.ru;;
129;3450;3450;DOGM__2858;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1579;"Южный / Москворечье-Сабурово / Пролетарский просп. / Дом- 7; Корп- 3";бесплатно;10133,5407;-2275,0427;2123047;8336;городок тренажерный универсальный;;нет;будни, суббота с 15:30 до 22:00, воскресенье с 9:00 до 22:00;травяное;без освещения;нет;нет;;;8336;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Москворечье-Сабурово;нет;нет;нет;нет;нет;нет;нет;нет;1097746838947;ГОУ Гимназия № 1579;(499) 324-78-51;gymu1579.mskobr.ru;sch1579@sinergi.ru;;
130;3659;3659;DOGM__3067;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 199;"Юго-Западный / Академический / ул. Дмитрия Ульянова / Дом- 15; Корп- 1";бесплатно;4612,4305;2570,6808;2108355;10421;городок тренажерный универсальный;нет;нет;"будни :8.30-20.00; выходные 10.00-20.00";искусственное;уличные столбы освещения;да;нет;;;10421;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1037739633535;ГБОУ СОШ №199;(499) 126-09-80;нет;sch199@mail.ru;;
131;4375;4375;DOGM__3783;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 39;"Юго-Западный / Академический / ул. Дмитрия Ульянова / Дом- 35; Стр- 2";бесплатно;5637,922;1952,9067;3000440;11710;городок тренажерный универсальный;;нет;"Будни с 16:00 до 22:00; Суббота с 16:00 до 22:00: Воскресенье с 10:00 до 22:00";искусственное;без освещения;да;нет;;;11710;учреждения среднего профессионального образования;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1057728022582;ГБОУ СПО Политехнический колледж №39;(499) 125-31-62;www.college39.ru;39@prof.educom.ru;;
132;4441;4441;DOGM__3849;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 102;"Юго-Западный / Академический / ул. Шверника / Дом- 10; Стр- 1";бесплатно;5514,4135;2780,1925;2108500;9313;городок тренажерный универсальный;;нет;18.00-20.00;искусственное;уличные столбы освещения;да;нет;;;9313;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1037739297848;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 102;(499) 126-01-10;"schuz102.mskobr.ru; 102school.ru";slisowsk@mail.ru;;
141;2603;2603;DOGM__2011;Государственное бюджетное образовательное учреждение города Москвы центр образования № 293;Северо-Восточный / Алексеевский / ул. Касаткина / Дом- 1;бесплатно;9624,1003;17837,3788;2125001;9944;городок тренажерный универсальный;;нет;будни с 8:30 до 22:00;грунтовое;без освещения;да;нет;;;9944;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Алексеевский;нет;нет;нет;нет;нет;нет;нет;нет;1027700524785;Государственное бюджетное образовательное учреждение города Москвы центр образования № 293;(495) 683-45-70;co293sv.mskobr.ru;sch293@yandex.ru;;
142;1501;1501;DOGM__909;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1503;Северо-Восточный / Алексеевский / ул. Павла Корчагина / Дом- 18;бесплатно;10307,2614;16811,5415;2125191;11385;городок тренажерный универсальный;;нет;с 9.00 до 20.00;специальное;уличные столбы освещения;да;нет;;;11385;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Алексеевский;нет;нет;нет;нет;нет;нет;нет;да;1027700353878;ГБОУ гимназия № 1503;(495) 683-77-12;1503.msk.ru;sch_1503@gor.educom.ru;;
143;3673;3673;DOGM__3081;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1464;Северо-Восточный / Алексеевский / ул. Павла Корчагина / Дом- 1А;бесплатно;9841,0251;16257,5239;2124946;9952;городок тренажерный универсальный;полоса препятствий;нет;0;травяное;без освещения;да;нет;;;9952;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Алексеевский;нет;нет;нет;нет;нет;нет;нет;нет;1037700066601;ГБОУ ЦО № 1464;(495) 682-44-38;co1464sv.mskobr.ru;co1464@yandex.ru;;
144;1676;1676;DOGM__1084;"Государственное бюджетное образовательное учреждение города Москвы дом детского творчества ""Парк ""Усадьба Трубецких в Хамовниках""";Центральный / Хамовники / Усачёва ул. / Дом- 1;бесплатно;5016,5732;6725,1333;2101341;9749;городок тренажерный универсальный;;да;с 09.00 до 21.00 без выходных;грунтовое;уличные столбы освещения;да;бесплатно для школ (коньки, лыжи);;;9749;учреждения (центры) дополнительного образования;Департамент образования города Москвы;ЦАО;Хамовники;нет;нет;нет;нет;да;нет;нет;нет;1037739214611;"Государственное бюджетное образовательное учреждение города Москвы дом детского творчества ""Парк Усадьба Трубецких в Хамовниках""";(495) 637-00-48;dp-hamovniki.dop.mskobr.ru;dp_hamovniki@mail.ru;;
145;1574;1574;DOGM__982;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 171;Центральный / Хамовники / 2-я Фрунзенская ул. / Дом- 7А;бесплатно;5096,585;6143,3454;2121159;9651;городок тренажерный универсальный;;нет;с 9:00 до 21:00;грунтовое;без освещения;да;нет;;;9651;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Хамовники;нет;нет;нет;нет;нет;нет;нет;нет;1027700507042;ГБОУ СОШ № 171;(499) 242-45-58;schc171.mskobr.ru;sch171@mail.ru;;
