0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
785;7797;7797;ZAO___527;сведения отсутствуют;ул. Академика Анохина, д.7;бесплатно;-1529,6252;-611,0796;71257;0;площадка детская игровая;;нет;с 7:00 до 23:00;отсыпное;уличные столбы освещения;нет;нет;;;0;междворовые спортивные площадки;префектура;ЗАО;Тропарёво-Никулино;нет;нет;нет;нет;нет;нет;нет;нет;1077760085094;"Государственное казенное учреждение ""Инженерная слцжба района Тропарево-Никулино""";(495) 434-62-28;нет;gu.is@mail.ru;Добавлено;
786;7910;7910;ZAO___640;сведения отсутствуют;ул. 26-ти Бакинских комиссаров, д.8, к.1;бесплатно;-507,8897;-911,6792;6281;0;площадка детская игровая;;нет;с 7:00 до 23:00;отсыпное;уличные столбы освещения;нет;нет;;;0;междворовые спортивные площадки;префектура;ЗАО;Тропарёво-Никулино;нет;нет;нет;нет;нет;нет;нет;нет;1077760085094;"Государственное казенное учреждение ""Инженерная слцжба района Тропарево-Никулино""";(495) 434-62-28;нет;gu.is@mail.ru;Добавлено;
864;7789;7789;ZAO___519;сведения отсутствуют;Рейсовая 1-я ул., д. 5;сведения отсутствуют;-12598,6266;-6195,0258;;;площадка детская игровая;;нет;сведения отсутствуют;искусственное;уличные столбы освещения;да;нет;;;;;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ЗАО;Внуково;нет;нет;нет;нет;нет;нет;нет;нет;1117746735468;"ООО ""САНРЭМ-СЕРВИС""";нет;нет;нет;;
865;8389;8389;ZAO___1119;сведения отсутствуют;Спортивная ул., д. 1/9;сведения отсутствуют;-12518,7222;-6144,2257;;;площадка детская игровая;;нет;сведения отсутствуют;искусственное;уличные столбы освещения;да;нет;;;;площадка детская игровая;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ЗАО;Внуково;нет;нет;нет;нет;нет;нет;нет;нет;1117746735468;"ООО ""САНРЭМ-СЕРВИС""";нет;нет;нет;;
840;3954;3954;DOGM__3362;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №627;"Центральный / Замоскворечье / ул. Щипок / Дом- 12; Стр- 1";бесплатно;8414,1481;6484,6845;2101947;12309;площадка детская игровая;;нет;с 8 до 21.00;асфальтовое, бетонное;смешанное освещение;нет;нет;;;12309;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Замоскворечье;нет;нет;нет;нет;нет;нет;нет;нет;1127747118003;ГБОУ СОШ № 627;(499) 235-71-44;"coc627.mskobr.ru; co627.ru";co627@mail.ru;;
841;2365;2365;DOGM__1773;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №627;Центральный / Замоскворечье / Дубининская ул. / Дом- 42;бесплатно;8623,4752;6368,0482;4300894;12309;площадка детская игровая;;нет;с 8 до 21.00;специальное;смешанное освещение;нет;нет;;;12309;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Замоскворечье;нет;нет;нет;нет;нет;нет;нет;нет;1127747118003;ГБОУ СОШ № 627;(499) 235-71-44;"coc627.mskobr.ru; co627.ru";co627@mail.ru;;
843;4064;4064;DOGM__3472;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2051 ""Педагогический комплекс""";"Юго-Восточный / Некрасовка / просп. Защитников Москвы / Дом- 9; Корп- 2";бесплатно;26429,0616;3936,1747;2710682;12127;площадка детская игровая;;нет;с 8.00 до 20.00;отсыпное;уличные столбы освещения;да;нет;;;12127;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Некрасовка;нет;нет;нет;нет;нет;нет;нет;нет;1127746088821;ГБОУ Центр образования №2051;(499) 588-00-50;sch2051uv.mskobr.ru;co2051@gmail.com;;
752;7491;7491;ZAO___221;сведения отсутствуют;Никулинская ул., д.15, к.1;бесплатно;-2694,2237;127,4153;51702;0;площадка детская игровая;;нет;с 7:00 до 23:00;отсыпное;уличные столбы освещения;нет;нет;;;0;междворовые спортивные площадки;префектура;ЗАО;Тропарёво-Никулино;нет;нет;нет;нет;нет;нет;нет;нет;1077760085094;"Государственное казенное учреждение ""Инженерная слцжба района Тропарево-Никулино""";(495) 434-62-28;нет;gu.is@mail.ru;Добавлено;
754;7615;7615;ZAO___345;сведения отсутствуют;Никулинская ул., д.23, к.2;бесплатно;-2958,2669;121,0559;32059;0;площадка детская игровая;;нет;с 7:00 до 23:00;отсыпное;уличные столбы освещения;нет;нет;;;0;междворовые спортивные площадки;префектура;ЗАО;Тропарёво-Никулино;нет;нет;нет;нет;нет;нет;нет;нет;1077760085094;"Государственное казенное учреждение ""Инженерная слцжба района Тропарево-Никулино""";(495) 434-62-28;нет;gu.is@mail.ru;Добавлено;
788;7913;7913;ZAO___643;сведения отсутствуют;ул. 26-ти Бакинских комиссаров, д.6, к.2;бесплатно;-361,7991;-860,4491;6274;0;площадка детская игровая;;нет;с 7:00 до 23:00;отсыпное;уличные столбы освещения;нет;нет;;;0;междворовые спортивные площадки;префектура;ЗАО;Тропарёво-Никулино;нет;нет;нет;нет;нет;нет;нет;нет;1077760085094;"Государственное казенное учреждение ""Инженерная слцжба района Тропарево-Никулино""";(495) 434-62-28;нет;gu.is@mail.ru;Добавлено;
789;7918;7918;ZAO___648;сведения отсутствуют;проспект Вернадского, д.105, к.2;бесплатно;-667,478;-523,1649;3672;0;площадка детская игровая;;нет;с 7:00 до 23:00;отсыпное;уличные столбы освещения;нет;нет;;;0;междворовые спортивные площадки;префектура;ЗАО;Тропарёво-Никулино;нет;нет;нет;нет;нет;нет;нет;нет;1077760085094;"Государственное казенное учреждение ""Инженерная слцжба района Тропарево-Никулино""";(495) 434-62-28;нет;gu.is@mail.ru;Добавлено;
790;7919;7919;ZAO___649;сведения отсутствуют;ул. 26-ти Бакинских комиссаров, д.12, к.3;бесплатно;-608,0187;-624,9399;6294;0;площадка детская игровая;;нет;с 7:00 до 23:00;отсыпное;уличные столбы освещения;нет;нет;;;0;междворовые спортивные площадки;префектура;ЗАО;Тропарёво-Никулино;нет;нет;нет;нет;нет;нет;нет;нет;1077760085094;"Государственное казенное учреждение ""Инженерная слцжба района Тропарево-Никулино""";(495) 434-62-28;нет;gu.is@mail.ru;Добавлено;
866;8406;8406;ZAO___1136;сведения отсутствуют;Спортивная ул., д. 4А;сведения отсутствуют;-12373,2011;-6123,059;;;площадка детская игровая;;нет;сведения отсутствуют;отсыпное;уличные столбы освещения;да;нет;;;;площадка детская игровая;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ЗАО;Внуково;нет;нет;нет;нет;нет;нет;нет;нет;1117746735468;"ООО ""САНРЭМ-СЕРВИС""";нет;нет;нет;;
867;8381;8381;ZAO___1111;детская площадка;2-Рейсовая, дом 25;сведения отсутствуют;-12112,586;-6075,6985;;;площадка детская игровая;;сведения отсутствуют;сведения отсутствуют;отсыпное;уличные столбы освещения;да;сведения отсутствуют;;;;;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ЗАО;Внуково;сведения отсутствуют;сведения отсутствуют;сведения отсутствуют;сведения отсутствуют;сведения отсутствуют;сведения отсутствуют;сведения отсутствуют;сведения отсутствуют;1117746735468;"ООО ""Санрэм-Сервис""";нет;нет;нет;;
868;8384;8384;ZAO___1114;сведения отсутствуют;Большая Внуковская ул., д. 21/1;сведения отсутствуют;-12703,9309;-6292,3927;;;площадка детская игровая;;нет;сведения отсутствуют;отсыпное;уличные столбы освещения;да;нет;;;;площадка детская игровая;Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ЗАО;Внуково;нет;нет;нет;нет;нет;нет;нет;нет;1117746735468;"ООО ""САНРЭМ-СЕРВИС""";нет;нет;нет;;
869;8229;8229;ZAO___959;сведения отсутствуют;ул.Центральная, д.5А;сведения отсутствуют;-12483,6649;-6196,0842;;;площадка детская игровая;;нет;сведения отсутствуют;искусственное;сведения отсутствуют;да;нет;;;;;сведения отсутствуют;ЗАО;Внуково;нет;нет;нет;нет;нет;нет;нет;нет;сведений нет;сведения отсутствуют;нет;нет;нет;;
870;4498;4498;DPIOOS2;"Планируемый к созданию комплексный заказник ""Алтуфьевский""";улица Лескова, дом 9б;бесплатно;6213,8151;26344,5558;13022;;площадка детская игровая;;нет;Светлое время суток;натуральное;уличные столбы освещения;да;нет;;;;парки (озелененные городские территории;Департамент природопользования и охраны окружающей среды города Москвы;СВАО;Бибирево;нет;нет;нет;нет;да;нет;нет;нет;1025003525117;"ГПБУ ""Управление ООПТ по СВАО""";(495) 579-29-76;www.ooptsvao.ru;leshoz_sewer@mail.ru;Добавлено;
787;7912;7912;ZAO___642;сведения отсутствуют;ул. 26-ти Бакинских комиссаров, д.6;бесплатно;-323,8763;-914,0616;6272;0;площадка детская игровая;;нет;с 7:00 до 23:00;отсыпное;уличные столбы освещения;нет;нет;;;0;междворовые спортивные площадки;префектура;ЗАО;Тропарёво-Никулино;нет;нет;нет;нет;нет;нет;нет;нет;1077760085094;"Государственное казенное учреждение ""Инженерная слцжба района Тропарево-Никулино""";(495) 434-62-28;нет;gu.is@mail.ru;Добавлено;
632;7673;7673;ZAO___403;сведения отсутствуют;Кастанаевская, д.61. к.2;бесплатно;-2755,5502;7085,2405;9650;0;площадка детская игровая;;нет;с 07:00 до 23:00;специальное;без освещения;да;нет;;;0;междворовые спортивные площадки;префектура;ЗАО;Фили-Давыдково;нет;нет;нет;нет;нет;нет;нет;нет;1077760087701;"ГКУ ""ИС района Фили-Давыдково""";(499) 146-96-05;нет;GUIS-FD@yandex.ru;Добавлено;
