0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
3;3;;;Стадион Подшипник;Угрешская ул. 1;400 руб./2 часа;11608,8124;5074,13;362780;;площадка пейнтбольная;"Спортивный клуб ""Русский легион""";да;будни с 10:00 до 20:00 , выходные 11:00 до 19:00;искусственное;лампы дневного освещения;да;Пейнтбольные шары коробка 2700 руб;нет данных;нет данных;;плоскостные спортивные сооружения;частная;ЮВАО;Печатники;да;да;нет;нет;да;нет;нет;нет;1105074011668;"ООО ""ПроСпорт""";+7 (495) 989 1117;http://www.russianlegion.ru/; shop@russianlegion.ru ;внесены изменения;
5;5;;;"Стадион им. В.А.Мягкова
";"ул.Ярославская, вл.12
";"450-600 руб
";9548,9796;17311,0208;;;"площадка пейнтбольная
";"Пейнтбольный клуб ""Арена""
";"Да
";"с 10:00 до 22:00
";"естественное покрытие
";"без освещения
";нет;"1 коробка (2000 шт)  2700 руб. за коробку
";;;;"плоскостные спортивные сооружения
";"частная
";СВАО;"Алексеевский
";"Да
";"Да
";"Да
";"Да
";"Да
";"Да
";"Да
";"Да
";"нет данных
";"Объединение ""Арена""
";"(495) 600-45-48
";"http://www.pb-arena.ru
";"info@pb-arena.ru
";;
12;12;;;"ГУК  ПКиО ""Бабушкинский""";ул. Менжинского 6;аренда по тарифам;11479,4288;22153,4555;509084;;площадка пейнтбольная;;да;будни и выходные с 07:00 до 23:00;натуральное;без освещения;нет;аренда по тарифам;;;;плоскостные спортивные сооружения;Департамент культуры города Москвы;СВАО;Лосиноостровский;да;нет;нет;да;да;да;нет;нет;1027739522030;"ГУК  ПКиО ""Бабушкинский""";8-499-184-34-22;Babushkinskiy.jimdo.com;parklos1@yandex.ru;Добавлено;
13;13;;;Сведения отсутствуют;"Севастопольский проспект  д. 37А
";"480-1000
";5819,0746;735,4616;;;"площадка пейнтбольная
";Севастополь;"Да
";"ежедневно с 10:00 до 20:00
";"естественное покрытие
";"без освещения
";нет;"2 коробка (2000 шт)  2400 руб. за коробку
";;;;"плоскостные спортивные сооружения
";частная;ЮЗАО;"Котловка
";"Да
";нет;нет;нет;да;"Нет
";"Нет
";"Нет
";нет данных;"Спортивный Клуб ""ВИТЯЗЬ""
";"(495) 741 98 85
";"http://paintworld.ru/
";"info@paintworld.ru
";;
14;14;;;"сведения отсутствуют
";"ул. Заречье, влад. 3
";300 руб.;17227,4263;2421,8673;;;"площадка пейнтбольная
";"База “Полигон”
";"Да
";"ежедневно с 10:00 до 20:00
";"естественное покрытие
";"без освещения
";нет;"3 коробка (2000 шт)  2700 руб. за коробку
";;;;"плоскостные спортивные сооружения
";частная;ЮВАО;"Кузьминки
";"Да
";нет;нет;нет;да;нет;нет;нет;нет данных ;"Пейнтбольная база ""Paintland""
";"(903) 757 59 99
";"http://www.paintland.ru/
";"game@paintland.ru
";;
15;15;;;"сведения отсутствуют
";"ул. Живописная д. 21, стр. 4
";300 руб.;-3138,975;14175,9935;;;"площадка пейнтбольная
";"База “Октябрь”
";да;"ежедневно с 10:00 до 20:00
";"естественное покрытие
";"без освещения
";нет;"3 коробка (2000 шт)  2700 руб. за коробку
";;;;"плоскостные спортивные сооружения
";частная ;СЗАО;"Щукино
";да;"Нет
";"Нет
";"Нет
";да;"Нет
";"Нет
";"Нет
";нет данных;"Пейнтбольная база ""Paintland""
";"(903)293 37 77
";"http://www.paintland.ru/
";"game@paintland.ru
";;
1;585;585;DK____269;"ПКиО ""Перовский""";ул. Лазо, вл.7;Временно на ремонте;17476,531;8318,9184;2122314;0;площадка пейнтбольная;;нет;будни с 11.00-21.00,выходные с 9.00-23.00;искусственное;без освещения;да;нет;;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ВАО;Перово;нет;нет;да;нет;нет;да;нет;нет;1027700441746;"ГАУК г. Москвы ""ПКиО ""Перовский""";8(495) 368-26-21;perovskiypark.ru;ppkio@mail.ru;Подтверждено;
2;1519;1519;DOGM__927;"Государственное бюджетное образовательное учреждение города Москвы детский оздоровительно-образовательный центр ""Истра""";"Климентовский пер.  дом 118; Стр- 1";300;8360,4001;8186,2689;;9758;площадка пейнтбольная;Пейнтбол/лазертаг;да;с 09:00 до 21:00;естественное покрытие;смешанное освещение;нет; Лазертаг 450р.час, пейнтбол - 300р. час +100 шариков;;;9758;учреждения (центры) дополнительного образования;Департамент образования города Москвы;ЦАО;Замоскворечье;да;да;да;да;да;да;нет;да;1027739748805;"ГБОУ ДООЦ ""Истра""";(495) 747-07-06;http://istra.dop.mskobr.ru/;istradooc@gmail.com;;
16;16;;;"Санаторий ""Светлана""";ул. Таежная, д. 1;300;12655,4385;23849,4902;;;площадка пейнтбольная;"""Светлана""";да; с 09:00 до 21:00;естественное покрытие;лампы дневного освещения;нет;"""Шарики 500 шт. 750 р.
Шарики 2000 шт. 3 000 р.
Граната 320 р.""";;;;парки (озелененные городские территории);частная;СВАО;Лосиноостровский;да;да;да;да;да;да;нет;да;1027700251590 ;"ЗАО ""Санаторий ""Светлана""";(495) 276-23-33;www.san-svetlana.ru;sales@san-svetlana.ru;;
17;17;;;"сведения отсутствуют
";"Волоколамское ш., вл. 67
";"500-600
";-3401,8507;17199,8482;;;"площадка пейнтбольная
";"""ФОРТ""
";да;"""Пн-Пт с 12:00 до 20:00
Сб-Вс с 10:00 до 21:00""
";"естественное покрытие
";"без освещения
";нет;"""Шары прокатного класса  2000
Meteor  2200
Elixir  2400
Дымовая шашка  300
Граната имитационная R2B  300""";;;;"плоскостные спортивные сооружения
";частная;СЗАО;"Покровское-Стрешнево
";да;"Нет
";"Нет
";"Нет
";"да
";"Нет
";"Нет
";"Нет
";нет данных;"Пейнтбольный клуб ""Чкалов""
";"(495) 991-68-52
";"http://www.paint-klub.ru/
";"pk-chkalov@yandex.ru
";;
18;18;;;;просп. Зелёный, 10б;200;17596,9474;9063,577;;;"площадка пейнтбольная крытая
";Лазертаг;да; с 09:00 до 21:00;искусственное;лампы дневного освещения;нет;200 рублей в час;;;;спортивный комплекс;частная;ВАО;Перово;да;нет;нет;нет;да;нет;нет;нет;нет данных;нет данных;(926) 224-53-40;http://iperovo.ru/;нет данных;;
21;21;;;"сведения отсутствуют
";"ул. Сельскохозяйственная, 19
";"500-700
";8404,0132;19089,7042;;;"площадка пейнтбольная
";"Комплекс отдыха ""Рыбацкая деревня""
";Да;"с 10:00 до 23:00
";"естественное покрытие
";"без освещения
";нет;"3 коробка (2000 шт)  3000 руб. за коробку
";;;;"плоскостные спортивные сооружения
";частная;СВАО;"Ростокино
";Да;"Нет
";"Нет
";"Нет
";да;"Нет
";"Нет
";"Нет
";нет данных;"Комплекс отдыха ""Рыбацкая деревня""
";"(495) 772-90-72
";"http://www.fishing-moscow.ru/
";"info@fishing-moscow.ru
";;
