0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
20;403;403;DK____87;Велопрокат;ул. Красноказарменная, вл.1;нет;11971,3933;10886,5549;0;0;прокат спортивного инвентаря (отдельностоящий);Лефортово пункт проката на Нижней площадке у пруда;да;с 10:00 до 22:00;асфальтовое, бетонное;лампы дневного освещения;нет;"150 руб./час до 300 руб./час - велосипеды; 200 руб./час до 800 руб./час - веломобили";;;0;спортивные комплексы;Департамент культуры города Москвы;ЮВАО;Лефортово;нет;нет;нет;да;нет;нет;нет;нет;1027700189087;МГОМЗ;(499) 612-11-55;www.mgomz.ru;info@mgomz.ru;Подтверждено;
21;372;372;DK____56;парки (озелененные городские территории);1-й Голутвинский пер., д.3-5 стр.1;бесплатно;7035,6589;7847,3159;2112917;0;прокат спортивного инвентаря (отдельностоящий);;да;"ежедневно с 08.00 до 22.00 (в осенне-зимний период) ; c 8:00 до 23:00 ( в весенне-летний период)";грунтовое;смешанное освещение;да;бесплатно;;;0;парки (озелененные городские территории;Департамент культуры города Москвы;ЦАО;Якиманка;нет;нет;да;нет;да;да;нет;нет;1037739474090;"ГАУК города Москвы МО ""Музеон""";(499) 238-33-96;muzeon.ru;info@muzeon.ru;Подтверждено;
22;3111;3111;DOGM__2519;"Государственное бюджетное образовательное учреждение города Москвы детский оздоровительно-образовательный центр ""Парк Пресненский""";"Центральный / Пресненский / Дружинниковская ул. / Дом- 9; Стр- 3";бесплатно;4684,6281;10022,5729;2116478;0;прокат спортивного инвентаря (отдельностоящий);;да;будни с 10.00 - 18.00, выходные с 11.00 - 16.00;асфальтовое, бетонное;уличные столбы освещения;нет;сведения отсутствуют;;;0;учреждения (центры) дополнительного образования;сведения отсутствуют;ЦАО;Пресненский;да;нет;да;нет;нет;нет;нет;нет;1027739680066;"ГБОУ ДООЦ ""ПАрк Пресненский""";(495) 605-74-15;presnia.dop.mskobr.ru;parkpres@mail.ru;;
1;437;437;DK____121;модуль;Народный пр-т, д.17;сведения отсутствуют;15754,8505;11984,2133;0;0;прокат спортивного инвентаря (отдельностоящий);модуль;да;будни с 12:00 до 20:00, вых. с 11:00 до 21:00;деревянное;лампы дневного освещения;нет;"50 руб./час - детский велосипед; 150 руб./час - взрослый велосипед; 100 руб./час - роликовые коньки";;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ВАО;Измайлово;да;нет;нет;нет;да;да;нет;нет;1037739542719;"ГАУК г. Москвы ""Измайловский ПКиО""";(499) 166-61-19;www.izmailovsky-park.ru;izmpark@mail.ru;Подтверждено;
2;438;438;DK____122;модуль;Народный пр-т, д.17;сведения отсутствуют;16371,8601;13005,1101;0;0;прокат спортивного инвентаря (отдельностоящий);модуль;да;будни с 12:00 до 20:00, вых. с 11:00 до 21:00;деревянное;лампы дневного освещения;нет;"50 руб./час - детский велосипед; 150 руб./час - взрослый велосипед; 100 руб./час - роликовые коньки";;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ВАО;Измайлово;да;нет;нет;нет;нет;да;нет;нет;1037739542719;"ГАУК г. Москвы ""Измайловский ПКиО""";(499) 166-61-19;www.izmailovsky-park.ru;izmpark@mail.ru;Подтверждено;
7;2218;2218;DOGM__1626;"Государственное бюджетное образовательное учреждение города Москвы дом детского творчества ""Парк ""Усадьба Трубецких в Хамовниках""";Центральный / Хамовники / Усачёва ул. / Дом- 1;бесплатно;4766,2769;6912,9879;2101341;9749;прокат спортивного инвентаря (отдельностоящий);;нет;с 09.00 до 21.00 без выходных (только зимой);деревянное;лампы дневного освещения;да;нет;;;9749;учреждения (центры) дополнительного образования;Департамент образования города Москвы;ЦАО;Хамовники;нет;да;нет;нет;да;нет;нет;нет;1037739214611;Государственное бюджетное образовательное учреждение города Москвы дом детского творчества ``Парк ``Усадьба Трубецких в Хамовниках``;(495) 637-00-48;dp-hamovniki.dop.mskobr.ru;dp_hamovniki@mail.ru;;
8;486;486;DK____170;"ПКиО ""Сокольники""";ул. Сокольнический вал, д.1;нет;11248,7997;14103,5717;0;0;прокат спортивного инвентаря (отдельностоящий);;да;ежедневно с 10-00 до 22-00;деревянное;без освещения;да;250 руб. - велосипеды, ролики, веломобили;;;0;парки (озелененные городские территории;Департамент культуры города Москвы;ВАО;Сокольники;нет;да;да;да;нет;да;нет;нет;1027700123285;"ГАУК г. Москвы ПКиО ""Сокольники""";(499) 393-92-22;park.sokolniki.com;info@park.sokolniki.com;Подтверждено;
9;490;490;DK____174;"ПКиО ""Сокольники""";Песочная аллея, д.1а;нет;10596,0713;14224,2219;0;0;прокат спортивного инвентаря (отдельностоящий);;да;ежедневно с 10-00 до 22-00;деревянное;без освещения;да;250 руб. - велосипеды, ролики, веломобили;;;0;парки (озелененные городские территории;Департамент культуры города Москвы;ВАО;Сокольники;нет;нет;да;да;да;нет;нет;нет;1027700123285;"ГАУК г. Москвы ПКиО ""Сокольники""";(499) 393-92-22;park.sokolniki.com;info@park.sokolniki.com;Подтверждено;
10;497;497;DK____181;"ПКиО ""Сокольники""";3-й Лучевой просек, д.1 стр.1;нет;11009,6159;14520,0267;2100592;0;прокат спортивного инвентаря (отдельностоящий);;да;ежедневно с 10-00 до 22-00;деревянное;без освещения;да;250 руб. - велосипеды, ролики, веломобили;;;0;парки (озелененные городские территории;Департамент культуры города Москвы;ВАО;Сокольники;нет;нет;да;да;да;нет;нет;нет;1027700123285;"ГАУК г. Москвы ПКиО ""Сокольники""";(499) 393-92-22;park.sokolniki.com;info@park.sokolniki.com;Подтверждено;
11;387;387;DK____71;Пункт проката спортивного инвентаря;проспект Андропова, д.39;нет;10058,1415;-1632,7828;0;0;прокат спортивного инвентаря (отдельностоящий);Набережная (причал Коломенское);да;с 10:00 до 22:00;асфальтовое, бетонное;лампы дневного освещения;нет;150 руб./час - стритбол, бадминтон, волейбол;;;0;спортивные комплексы;Департамент культуры города Москвы;ЮАО;Нагатинский Затон;нет;нет;нет;да;да;нет;нет;нет;1027700189087;МГОМЗ;(499) 612-11-55;www.mgomz.ru;info@mgomz.ru;Подтверждено;
12;388;388;DK____72;Велопрокат;проспект Андропова, д.39;нет;10039,7529;-1630,2693;0;0;прокат спортивного инвентаря (отдельностоящий);Коломенское площадка у КПП №6;да;с 10:00 до 22:00;асфальтовое, бетонное;лампы дневного освещения;нет;"150 руб./час до 300 руб./час - велосипеды; 200 руб./час до 800 руб./час - веломобили";;;0;спортивные комплексы;Департамент культуры города Москвы;ЮАО;Нагатинский Затон;нет;нет;нет;нет;нет;нет;нет;нет;1027700189087;МГОМЗ;(499) 612-11-55;www.mgomz.ru;info@mgomz.ru;Подтверждено;
13;346;346;DK____30;ПКиО «Северное Тушино»;ул. Свободы, д.56;сведения отсутствуют;-2947,1873;21298,9181;0;0;прокат спортивного инвентаря (отдельностоящий);;да;11.00-20.00;специальное;уличные столбы освещения;нет;150 руб. - 700 руб. - велосипед, веломобиль, гольфкар, ролики;;;0;велодромы;Департамент культуры города Москвы;СЗАО;Северное Тушино;да;нет;да;да;да;да;нет;нет;1125029011062;"ООО ""Твой Прокат""";(499) 408-22-96;www.tvoi-prokat.ru;84994082296@mail.ru;Подтверждено;
14;365;365;DK____49;ПКиО «Северное Тушино»;ул. Свободы, д.56;сведения отсутствуют;-3000,0248;21590,3639;0;0;прокат спортивного инвентаря (отдельностоящий);;да;11.00-20.00;специальное;уличные столбы освещения;нет;150 руб. - 700 руб. - велосипед, веломобиль, гольфкар, ролики;;;0;велодромы;Департамент культуры города Москвы;СЗАО;Северное Тушино;да;нет;да;да;да;да;нет;нет;1125029011062;"ООО ""Твой Прокат""";(499) 408-22-96;www.tvoi-prokat.ru;84994082296@mail.ru;Подтверждено;
15;4062;4062;DOGM__3470;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1142;Юго-Восточный / Марьино / ул. Перерва / Дом- 36;бесплатно;14955,8357;-1815,4456;2131292;9295;прокат спортивного инвентаря (отдельностоящий);;да;будни c 15:00 до 18:00;асфальтовое, бетонное;лампы дневного освещения;да;сведения отсутствуют;;;9295;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Марьино;нет;нет;нет;нет;нет;нет;нет;нет;1037739320255;ГБОУ СОШ № 1142;(499) 356-35-81;schuv1142.mskobr.ru;school1142@mail.ru;;
19;463;463;DK____147;пункт выдачи велосипедов;ул. Старые Кузьминки, д.13-15;150 руб.+ залог;18005,9537;2541,9131;0;0;прокат спортивного инвентаря (отдельностоящий);;да;с 13-00 до 17-00;специальное;уличные столбы освещения;нет;сведения отсутствуют;;;0;парки (озелененные городские территории;Департамент культуры города Москвы;ЮВАО;Кузьминки;нет;нет;нет;нет;да;нет;нет;нет;1027739003808;ГБУК г.Москвы «Музейное объединение «Музей Москвы»;(495) 372-60-66;mosmuseum.ru;migm@mail.ru;Подтверждено;
