0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
12;446;446;DK____130;ПКиО Измайловский;Народный пр-т, д.17;сведения отсутствуют;16076,3198;11849,2755;0;0;дорожка беговая-прогулочная;;нет;круглосуточно;грунтовое;уличные столбы освещения;да;нет;;;0;дорожки велосипедные, беговые-прогулочные;Департамент культуры города Москвы;ВАО;Измайлово;нет;нет;да;да;да;да;нет;нет;1037739542719;"ГАУК г. Москвы ""Измайловский ПКиО""";(499) 166-61-19;www.izmailovsky-park.ru;izmpark@mail.ru;Подтверждено;
13;541;541;DK____225;"ПКиО ""Фили""";ул. Большая Филевская, д.22;сведения отсутствуют;-1103,913;8956,6336;0;0;дорожка беговая-прогулочная;;да;не ограничено;асфальтовое, бетонное;уличные столбы освещения;да;сведения отсутствуют;;;0;дорожки велосипедные, беговые-прогулочные;Департамент культуры города Москвы;ЗАО;Филёвский Парк;нет;нет;нет;нет;нет;нет;нет;нет;1037739444060;"ГАУК г. Москвы ""ПКиО ""Фили""";(499) 145-45-05;parkfili.com;info@parkfili.com;Подтверждено;
14;530;530;DK____214;"ПКиО ""Измайловский""";Измайловский пр. 6А;сведения отсутствуют;15693,5543;13306,8765;0;90698;дорожка беговая-прогулочная;;нет;6:00-24:00;грунтовое;без освещения;да;нет;;;16896;плоскостные спортивные сооружения;Департамент культуры города Москвы;ВАО;Восточное Измайлово;нет;нет;да;нет;нет;да;нет;нет;1027700441746;"ГАУК г.Москвы ""ПКиО ""Перовский""";(495) 368-26-21;perovskiypark.ru;ppkio@mail.ru;Подтверждено;
15;1184;1184;DOGM__592;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 723;Восточный / Восточное Измайлово / Нижняя Первомайская ул. / Дом- 51;бесплатно;19674,7957;13899,8427;2115707;10278;дорожка беговая-прогулочная;нет;нет;с 08:00 до 22:00 ежедневно;специальное;уличные столбы освещения;да;нет;;;10278;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Восточное Измайлово;нет;нет;нет;нет;нет;нет;нет;нет;1037739195207;ГБОУ СОШ № 723;(495) 465-30-61;sch723.mskobr.ru;n.kameneva@school723.ru;;
16;3755;3755;DOGM__3163;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 751;Северо-Восточный / Лосиноостровский / Таймырская ул. / Дом- 3;бесплатно;12550,8006;24194,6138;2119673;9880;дорожка беговая-прогулочная;беговая дорожка;нет;с 8:30 до 14:00, учебные дни;асфальтовое, бетонное;уличные столбы освещения;нет;нет;;;9880;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Лосиноостровский;нет;нет;нет;нет;нет;нет;нет;нет;1027739409125;ГБОУ СОШ №751;(495) 474-93-69;751.svuo.mskobr.ru;sch751@yandex.ru;;
45;6898;6898;VAO___74;сведения отсутствуют;Зеленый просп. 74;бесплатно;20694,6221;9167,6392;8409;94569;дорожка беговая-прогулочная;;нет;9:00-23:00;искусственное;прожекторное освещение;да;нет;;;15084;междворовые спортивные площадки;префектура;ВАО;Новогиреево;нет;нет;нет;нет;нет;нет;нет;нет;1137746151432;"ООО ""Ефро СП""";(925) 892-59-45;нет;integralm@bk.ru;Внесены изменения;Неверно указан тип, наименование, ведомственная пренадлежность объекта и габариты.
46;5490;5490;SVAO__411;"дорожка беговая-прогулочная ""Костромская ул. 14 к.1""";Костромская ул. 14 к.1;бесплатно;5990,1095;24117,2888;;0;дорожка беговая-прогулочная;"дорожка беговая-прогулочная ""Костромская ул. 14 к.1""";нет;08:00-22:00;асфальтовое, бетонное;прожекторное освещение;да;нет;55,88344;37,59363;0;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Алтуфьевский;нет;да;нет;нет;да;нет;нет;да;1027739804190;ГБОУ Центр образования №1446;(499) 902-22-27;www.co1446sv.mskobr.ru;schol164@yandex.ru;Внесены изменения;Неправильно указан адрес
47;5385;5385;SVAO__306;беговая дорожка;Путевой пр. 10А;бесплатно;5107,4577;23253,9517;;0;дорожка беговая-прогулочная;беговая дорожка;нет;08:00-22:00;асфальтовое, бетонное;прожекторное освещение;да;нет;55,87535;37,58004;0;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Алтуфьевский;нет;нет;нет;нет;да;нет;нет;нет;1037739322796;ГБОУ СОШ №305;(499) 901-72-11;www.sch305sv.mskobr.ru;shc305@yandex.ru;Подтверждено;
48;2421;2421;DOGM__1829;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический техникум № 13 имени П.А. Овчинникова;"Северо-Восточный / Алтуфьевский / Бибиревская ул. / Дом- 6; Корп- 1";бесплатно;6300,8634;23754,3526;2111086;12444;дорожка беговая-прогулочная;;нет;с 9:00 до 17:00;грунтовое;без освещения;нет;нет;;;12444;учреждения начального профессионального образования;Департамент образования города Москвы;СВАО;Алтуфьевский;нет;нет;нет;нет;нет;нет;нет;нет;1057715046091;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический техникум № 13 имени П.А.Овчинникова;(499) 901-87-81;www.pk13.ru;13@prof.educom.ru;;
49;5417;5417;SVAO__338;"беговая дорожка ""Бибиревская ул. 5""";Бибиревская ул. 5;бесплатно;6102,293;23867,7862;;0;дорожка беговая-прогулочная;"беговая дорожка ""Бибиревская ул. 5""";нет;08:00-22:00;искусственное;прожекторное освещение;да;нет;55,88163;37,59445;0;"беговая дорожка ""Бибиревская ул. 5""";Департамент образования города Москвы;СВАО;Алтуфьевский;нет;нет;нет;нет;да;нет;нет;нет;1027700477221;ГБОУ СОШ №961;(499) 902-94-65;www.sch961sv.mskobr.ru;Gou961@yandex.ru;Подтверждено;
