Key	Code	Name	ResponsibleFOIV_Id	ResponsibleForInput_Id	Subprogram_Id	ActionType	ActionShortType	Goals	Effects	Indicators_Depends	StartDate	EndDate	State_Id	ExtVolume	ExtStartDate	ExtEndDate	ExtResult	FullName	StatusName	Id	Executor_Id	FOIVName	Executor	FinancingVal	ord	SubprogramName
905	16Е0500	Разработка стратегии развития ГУП ДЕЗ как городских управляющих организаций 	10	 	37	2	2	 	Отсутствие эффективной стратегии развития ГУП ДЕЗ	 	20120101000000	20161231000000	 	 	 	 	 	cf779ea1dc094f98b7b2025921d5cccc	 	905
906	16Е0300	Оптимизация количества  государственных предприятий и оптимизация состава и объёма государственного имущества, закреплённого за государственными предприятиями и учреждениями, необходимого для осуществления ими уставной деятельности и обеспечения государственных нужд. Перераспределение государственного имущества  с учётом обеспечения максимальной экономической эффективности, реализации функций жизнеобеспечения и безопасности, социальных городских задач	10	 	37	2	2	 	Неэффективная структура имущественных комплексов городских организаций. Несоответствующее количество государственных унитарных предприятий возможностям органам исполнительной власти города Москвы по управлению ими и контролю за их деятельностью.	 	20120101000000	20161231000000	 	 	 	 	 	968bf78f9cab477a90341ad33be539ff	 	906
907	16Е0400	Реформирование ГУП (преобразование в ГУ, изменение типа на КП, реорганизация действующих ГУП путём слияния, выделения, разделения) с передачей полномочий по осуществлению государственных функций по оказанию государственных  услуг соответствующим органом власти или государственным учреждениям	10	 	37	2	2	 	Неэффективная структура имущественных комплексов городских организаций	 	20120101000000	20161231000000	 	 	 	 	 	a304a69b27144e978afe1eb2674e2a04	 	907
908	16Е0100	Управление и реформирование государственных организаций   (государственных унитарных предприятий, казенных предприятий и государственных учреждений )	10	 	37	2	2	 	Неэффективная структура имущественных комплексов городских организаций (государственных унитарных предприятий, казенных предприятий и государственных учреждений ). Недополучение доходов в бюджет города Москвы вследствие низкой эффективности деятельности государственных унитарных предприятий, не отвечающей интересам государства. Несоответствующее количество государственных унитарных предприятий возможностям органам исполнительной власти города Москвы по управлению ими и контролю за их деятельностью. Нецелевое использование бюджетных инвестиций, предоставляемых ГУП г. Москвы. Увеличение тарифов на услуги, оказывающие государственными унитарными предприятиями, имеющими основополагающее положение на рынке товаров (услуг).	Характеристика исполнения подпрограммы 6	20120101000000	20161231000000	 	 	 	 	 	6a75ff1805eb4fad8ae88983ab72f07b	 	908
1736	16Е0800	Возмещение затрат Казенному предприятию города Москвы "Межотраслевой производственно-технический центр" на реализацию мероприятий по проведению ликвидационных процедур государственных унитарных предприятий города Москвы	10	 	37	2	2	 	 	 	20120101000000	20161231000000	 	 	 	 	 	a78f66651d7446e282f391f39a63728b	 	1736
909	16Е0700	Осуществление бюджетных инвестиций в имущество ГУП в целях обновления основных фондов предприятий и модернизации производства путём увеличения их уставных фондов и др.	10	 	37	2	2	 	Отсутствие возможности обновления основных фондов предприятий и модернизации производства.	 	20120101000000	20161231000000	 	 	 	 	 	298430c267704f1dbf5cc7930ade57e7	 	909
910	16Е0200	Анализ результатов мониторинга и контроля мероприятий, оценка эффективности использования имущества, переданного государственным организациям в пользование	10	 	37	2	2	 	Cнижение эффективности и рационального использования государственного имущества	 	20120101000000	20161231000000	 	 	 	 	 	5cff17ea98d443b9a2e0f44662687795	 	910
911	16Е0600	Реализация полномочий собственника по согласованию распоряжения имуществом государственных организаций, а также по вопросам совершенствования их правового положения	10	 	37	2	2	 	Понижение эффективности и рационального использования государственного имущества	 	20120101000000	20161231000000	 	 	 	 	 	5ab2f59c47b944fb9c5ef873ebde87c1	 	911
912	16Ж0100	Управление находящимися в городской собственности пакетами акций и долями в уставных капиталах хозяйственных обществ	10	 	70	2	2	 	1. Нерациональная структура участия города Москвы в хозяйственных обществах. 2. Уменьшение доходов бюджета города Москвы от приватизации. 3. Увеличение издержек, связанных с управлением хозяйственными обществами с долей города Москвы в уставном капитале. 4. Недостаточная эффективность деятельности органов управления хозяйственных обществ с долей города в уставном капитале.	Характеристика исполнения подпрограммы 7	20120101000000	20161231000000	 	 	 	 	 	707b5fcb100546e997a9a7757739d544	 	912
913	16А0300	Кадастровая оценка земельных участков на территории города Москвы	4	 	100	2	2	 	Отсутствие актуальной стоимости земельных участков на территории города Москвы	Характеристика исполнения подпрограммы 1	20120101000000	20161231000000	 	 	 	 	 	3566383c2a574f28a0d40e5c39cb295e	 	913
